hid_pes,puid_pes,forename_pes,middlenm_pes,last_name_pes,names_pes,province_pes,district_pes,sector_pes,cellule_pes,village_pes,month_pes,year_pes,age_pes,HoH_pes,marstat_pes,marstatdesc_pes,relationship_pes,sex_pes,telephone_pes,lat_pes,long_pes,full_loc_pes,EAid_pes,DSid_pes,dob_pes
45,PES_ENX400046703,CHANISE,nan,UWIZEYE,CHANISE  UWIZEYE,WEST,NYABIHU,JENDA,KAREBA,RUBARE,4.0,1944.0,81.0,EMMY FRANCOIS,7.0,WIDOWED,9.0,F,6099637466.0,-1.58152337,29.47568591,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA,4.0/1944.0
45,PES_EPR123142666,EMMY,nan,FRANC,EMMY  FRANC,WEST,NYABIHU,JENDA,KAREBA,RUBARE,nan,1935.0,88.0,EMMY FRANCOIS,3.0,LIVE IN A POLYGAMOUS UNION,12.0,nan,6099637466.0,-1.58152337,29.47568591,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA,nan/1935.0
45,PES_EQF866073848,ROGER,nan,UWERA,ROGER  UWERA,WEST,NYABIHU,JENDA,KAREBA,RUBARE,nan,nan,13.0,EMMY FRANCOIS,6.0,NEVER MARRIED,1.0,M,6099637466.0,-1.58152337,29.47568591,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA,nan/nan
46,PES_EVD402242280,ISSA,nan,UMULISA,ISSA  UMULISA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,nan,1963.0,59.0,IRANKUNDA XAVIER MUGABE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,10.0,M,2141447854.0,-1.3743929369999999,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA,nan/1963.0
46,PES_EVI334428460,nan,nan,UMULISA,  UMULISA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,9.0,nan,6.0,IRANKUNDA XAVIER MUGABE,6.0,NEVER MARRIED,6.0,M,2141447854.0,-1.3743929369999999,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA,9.0/nan
46,PES_EZR488352561,JEAN,BAPTISTE,MUKAMA,JEAN BAPTISTE MUKAMA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,1.0,1956.0,45.0,IRANKUNDA XAVIER MUGABE,3.0,LIVE IN A POLYGAMOUS UNION,12.0,M,2141447854.0,-1.3743929369999999,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA,1.0/1956.0
46,PES_F2L495192595,IRANKUNDA,XAVIER,MUGABE,IRANKUNDA XAVIER MUGABE,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,nan,nan,70.0,IRANKUNDA XAVIER MUGABE,4.0,DIVORCED,9.0,M,2141447854.0,-1.3743929369999999,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA,nan/nan
47,PES_F44464506408,THEOBALD,nan,MUNYANEZA,THEOBALD  MUNYANEZA,KIGALI,NYARUGENGE,KANYINYA,NYAMWERU,RUHENGERI,11.0,1985.0,37.0,BENJAMIN MULINDA,5.0,SEPARATED,8.0,F,2136858194.0,-1.936701021,30.02632138,RWANDA NYARUGENGE KANYINYA NYAMWERU RUHENGERI,NYAMWERURUHENGERI,NYARUGENGEKANYINYA,11.0/1985.0
47,PES_FAA264151688,BENJAMIN,nan,MULINDA,BENJAMIN  MULINDA,KIGALI,NYARUGENGE,KANYINYA,NYAMWERU,RUHENGERI,5.0,1925.0,97.0,BENJAMIN MULINDA,4.0,DIVORCED,13.0,M,2136858194.0,-1.936701021,30.02632138,RWANDA NYARUGENGE KANYINYA NYAMWERU RUHENGERI,NYAMWERURUHENGERI,NYARUGENGEKANYINYA,5.0/1925.0
47,PES_FAR579973508,IRAGENA,nan,ALOYS,IRAGENA  ALOYS,EAST,GATSIBO,REMERA,RWARENGA,NYARUBUYE,nan,2011.0,11.0,BENJAMIN MULINDA,6.0,NEVER MARRIED,nan,F,2136858194.0,-1.699751298,30.31087259,RWANDA GATSIBO REMERA RWARENGA NYARUBUYE,RWARENGANYARUBUYE,GATSIBOREMERA,nan/2011.0
48,PES_FFF694733889,SOLANGE,nan,BIZIMANA,SOLANGE  BIZIMANA,WEST,NYABIHU,MUKAMIRA,JABA,HESHA,nan,2000.0,22.0,LORRAINE NSABIMANA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,F,nan,-1.604841381,29.50372412,RWANDA NYABIHU MUKAMIRA JABA HESHA,JABAHESHA,NYABIHUMUKAMIRA,nan/2000.0
48,PES_FIJ504434399,LORRAINE,nan,NSABIMANA,LORRAINE  NSABIMANA,WEST,NYABIHU,MUKAMIRA,JABA,HESHA,9.0,nan,nan,LORRAINE NSABIMANA,3.0,LIVE IN A POLYGAMOUS UNION,8.0,F,nan,-1.604841381,29.50372412,RWANDA NYABIHU MUKAMIRA JABA HESHA,JABAHESHA,NYABIHUMUKAMIRA,9.0/nan
48,PES_FKG690819243,LINDA,nan,HABIMANA,LINDA  HABIMANA,WEST,NYABIHU,MUKAMIRA,JABA,HESHA,nan,1966.0,57.0,LORRAINE NSABIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,F,nan,-1.604841381,29.50372412,RWANDA NYABIHU MUKAMIRA JABA HESHA,JABAHESHA,NYABIHUMUKAMIRA,nan/1966.0
49,PES_FKX110869062,UWAO,PATRICK,CLAVUER,UWAO PATRICK CLAVUER,KIGALI,KICUKIRO,KAGARAMA,MUYANGE,MUYANGE,1.0,1928.0,32.0,PACIFIC MUTESI,nan,nan,2.0,M,7205463613.0,-1.999910066,30.12524121,RWANDA KICUKIRO KAGARAMA MUYANGE MUYANGE,MUYANGEMUYANGE,KICUKIROKAGARAMA,1.0/1928.0
49,PES_FL7459935953,BASILE,nan,ALEXANDRE,BASILE  ALEXANDRE,KIGALI,KICUKIRO,KAGARAMA,MUYANGE,MUYANGE,nan,2007.0,15.0,PACIFIC MUTESI,6.0,NEVER MARRIED,7.0,F,7205463613.0,-1.999910066,30.12524121,RWANDA KICUKIRO KAGARAMA MUYANGE MUYANGE,MUYANGEMUYANGE,KICUKIROKAGARAMA,nan/2007.0
49,PES_FQ7513390709,PACIFIC,nan,MULESI,PACIFIC  MULESI,KIGALI,KICUKIRO,KAGARAMA,MUYANGE,MUYANGE,1.0,1962.0,60.0,PACIFIC MUTESI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,1.0,M,7205463613.0,-1.999910066,30.12524121,RWANDA KICUKIRO KAGARAMA MUYANGE MUYANGE,MUYANGEMUYANGE,KICUKIROKAGARAMA,1.0/1962.0
51,PES_FXR758864377,EMMY,ARSONVAL,nan,EMMY ARSONVAL ,EAST,KIREHE,GATORE,MUGANZA,KARENGE,nan,nan,83.0,EMMY ARSONVAL MUTUYIMANA,5.0,SEPARATED,8.0,M,1488624879.0,-2.264274915,30.594879499999998,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE,nan/nan
51,PES_FXX052916425,PACIFIQUE,nan,nan,PACIFIQUE  ,EAST,KIREHE,GATORE,MUGANZA,KARENGE,12.0,2000.0,22.0,EMMY ARSONVAL MUTUYIMANA,4.0,DIVORCED,5.0,M,1488624879.0,-2.264274915,30.594879499999998,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE,12.0/2000.0
51,PES_GA9972129756,EMMY,PRINCE,HARERIMANA,EMMY PRINCE HARERIMANA,EAST,KIREHE,GATORE,MUGANZA,KARENGE,nan,1994.0,28.0,EMMY ARSONVAL MUTUYIMANA,5.0,SEPARATED,11.0,M,1488624879.0,-2.264274915,30.594879499999998,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE,nan/1994.0
51,PES_GAS577040113,OTIS,nan,BIMENYIMANA,OTIS  BIMENYIMANA,EAST,KIREHE,GATORE,MUGANZA,KARENGE,nan,1958.0,43.0,EMMY ARSONVAL MUTUYIMANA,nan,nan,10.0,M,1488624879.0,-2.264274915,30.594879499999998,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE,nan/1958.0
52,PES_GAT753724721,ROSY,nan,MUGISHA,ROSY  MUGISHA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,11.0,nan,18.0,DODOS MUHUMUZA,6.0,NEVER MARRIED,9.0,F,5832224487.0,-1.9347493409999998,30.01569614,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,11.0/nan
52,PES_GDZ841615309,DODOS,nan,MUHUMUZA,DODOS  MUHUMUZA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,1963.0,59.0,DODOS MUHUMUZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,nan,M,5832224487.0,-1.9347493409999998,30.01569614,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/1963.0
52,PES_GF9986371386,MUJJAWIMANA,REGIS,RODRIGUE,MUJJAWIMANA REGIS RODRIGUE,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,1938.0,50.0,DODOS MUHUMUZA,5.0,SEPARATED,7.0,M,5832224487.0,-1.9347493409999998,30.01569614,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/1938.0
53,PES_GFH441848680,AYOUBE,nan,TWAGIRAYEZU,AYOUBE  TWAGIRAYEZU,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,3.0,2011.0,11.0,RUGIRA TUMUKUNDE,6.0,NEVER MARRIED,1.0,M,3159707306.0,-2.1897800519999997,29.90277351,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,3.0/2011.0
53,PES_GGP902174594,RUGIRA,nan,TUMUKUNDE,RUGIRA  TUMUKUNDE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,10.0,1931.0,99.0,RUGIRA TUMUKUNDE,6.0,NEVER MARRIED,6.0,M,3159707306.0,-2.1897800519999997,29.90277351,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,10.0/1931.0
53,PES_GIC847114647,JEAN,PIERRE,DIEU,JEAN PIERRE DIEU,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,7.0,1952.0,70.0,RUGIRA TUMUKUNDE,7.0,WIDOWED,9.0,M,3159707306.0,-2.1897800519999997,29.90277351,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,7.0/1952.0
53,PES_GJA349466258,CHARLES,nan,SANGWA,CHARLES  SANGWA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,nan,2015.0,10.0,RUGIRA TUMUKUNDE,6.0,NEVER MARRIED,9.0,M,3159707306.0,-2.1897800519999997,29.90277351,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,nan/2015.0
55,PES_GXJ335640338,ALBERT,nan,JEAN,ALBERT  JEAN,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,1981.0,41.0,CYRIAQUE BOSCO,6.0,NEVER MARRIED,5.0,F,2102073197.0,-1.9333017730000002,30.01672611,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/1981.0
55,PES_GZ4617012810,CYRIAQUE,nan,BOSCO,CYRIAQUE  BOSCO,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,2.0,nan,nan,CYRIAQUE BOSCO,5.0,SEPARATED,1.0,M,2102073197.0,-1.9333017730000002,30.01672611,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,2.0/nan
55,PES_H6A070056906,DAVD,nan,HASSAN,DAVD  HASSAN,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,11.0,2012.0,10.0,CYRIAQUE BOSCO,6.0,NEVER MARRIED,9.0,M,2102073197.0,-1.9333017730000002,30.01672611,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,11.0/2012.0
56,PES_H7V224236269,RENE,nan,KAYIHUA,RENE  KAYIHUA,WEST,RUSIZI,GIHEKE,KAMASHANGI,KAMUHOZI,10.0,2009.0,13.0,REMY KUBWIMANA,6.0,NEVER MARRIED,10.0,M,1951892852.0,-2.475864192,28.9266062,RWANDA RUSIZI GIHEKE KAMASHANGI KAMUHOZI,KAMASHANGIKAMUHOZI,RUSIZIGIHEKE,10.0/2009.0
56,PES_H8U884945704,DIEU,nan,JOSEPHINE,DIEU  JOSEPHINE,WEST,RUSIZI,GIHEKE,KAMASHANGI,KAMUHOZI,9.0,1983.0,39.0,REMY KUBWIMANA,7.0,WIDOWED,10.0,M,1951892852.0,-2.475864192,28.9266062,RWANDA RUSIZI GIHEKE KAMASHANGI KAMUHOZI,KAMASHANGIKAMUHOZI,RUSIZIGIHEKE,9.0/1983.0
56,PES_H8X149149796,nan,nan,KUBWIMANA,  KUBWIMANA,WEST,RUSIZI,GIHEKE,KAMASHANGI,KAMUHOZI,nan,nan,73.0,REMY KUBWIMANA,5.0,SEPARATED,6.0,M,1951892852.0,-2.475864192,28.9266062,RWANDA RUSIZI GIHEKE KAMASHANGI KAMUHOZI,KAMASHANGIKAMUHOZI,RUSIZIGIHEKE,nan/nan
57,PES_HBA816395291,SETH,nan,GATSINZI,SETH  GATSINZI,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,5.0,1955.0,67.0,NKURUNZIZA MULINDWA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,9.0,M,9451375765.0,-1.9406961809999999,30.05369348,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA,5.0/1955.0
57,PES_HC6931942742,NYARUYONGA,PATRICK,NGABONZIZA,NYARUYONGA PATRICK NGABONZIZA,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,8.0,1996.0,26.0,NKURUNZIZA MULINDWA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,10.0,M,9451375765.0,-1.9406961809999999,30.05369348,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA,8.0/1996.0
57,PES_HCJ776867776,MUGWANEZA,nan,MUGABO,MUGWANEZA  MUGABO,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,7.0,nan,61.0,NKURUNZIZA MULINDWA,nan,nan,4.0,nan,9451375765.0,-1.9406961809999999,30.05369348,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA,7.0/nan
57,PES_HDM374121233,NKURUNZIZA,nan,MULINDWA,NKURUNZIZA  MULINDWA,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,3.0,1931.0,91.0,NKURUNZIZA MULINDWA,4.0,DIVORCED,2.0,M,9451375765.0,-1.9406961809999999,30.05369348,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA,3.0/1931.0
58,PES_HGB850106465,nan,EMMANUEL,PEACE, EMMANUEL PEACE,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,8.0,1967.0,55.0,DAVID KWIZERA BERNARD,7.0,WIDOWED,2.0,M,1655870020.0,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE,8.0/1967.0
58,PES_HGE019122016,PHIONAH,nan,NSENGIMANA,PHIONAH  NSENGIMANA,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,4.0,1942.0,80.0,DAVID KWIZERA BERNARD,4.0,DIVORCED,12.0,F,1655870020.0,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE,4.0/1942.0
58,PES_HGG405116220,DAVID,KWIZERA,BERNARD,DAVID KWIZERA BERNARD,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,12.0,2009.0,96.0,DAVID KWIZERA BERNARD,nan,nan,10.0,M,1655870020.0,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE,12.0/2009.0
58,PES_HGP321027077,SHEMA,KAYEZU,BYUKUSENGE,SHEMA KAYEZU BYUKUSENGE,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,nan,1943.0,79.0,DAVID KWIZERA BERNARD,4.0,DIVORCED,9.0,M,1655870020.0,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE,nan/1943.0
59,PES_HJ6955888421,BURUNDIAN,nan,IRAKOZE,BURUNDIAN  IRAKOZE,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,3.0,1921.0,101.0,BURUNDIAN IRAKOZE,4.0,DIVORCED,nan,M,nan,-1.853472767,30.20340089,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,3.0/1921.0
59,PES_HJS669785023,AJAY,nan,RURANGWA,AJAY  RURANGWA,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,nan,nan,40.0,BURUNDIAN IRAKOZE,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,4.0,M,nan,-1.853472767,30.20340089,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,nan/nan
59,PES_HJV650281580,ANNONCIATA,nan,HARERIMANA,ANNONCIATA  HARERIMANA,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,12.0,1961.0,61.0,BURUNDIAN IRAKOZE,3.0,LIVE IN A POLYGAMOUS UNION,9.0,F,nan,-1.853472767,30.20340089,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,12.0/1961.0
60,PES_HMN810591152,TUYISENGE,nan,UWIZEYIMANA,TUYISENGE  UWIZEYIMANA,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,nan,1978.0,44.0,FRANCOISE UMUHOZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13.0,M,5442447073.0,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU,nan/1978.0
60,PES_HMY749712033,FRANCOISE,nan,UMUHOZA,FRANCOISE  UMUHOZA,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,nan,1957.0,65.0,FRANCOISE UMUHOZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,10.0,F,5442447073.0,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU,nan/1957.0
60,PES_HQC690330863,ROMEO,RICK,nan,ROMEO RICK ,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,8.0,1949.0,59.0,FRANCOISE UMUHOZA,5.0,SEPARATED,13.0,M,5442447073.0,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU,8.0/1949.0
60,PES_HVB034983317,MUKAMBANGUZA,JOSIANE,BUTERA,MUKAMBANGUZA JOSIANE BUTERA,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,12.0,2004.0,18.0,FRANCOISE UMUHOZA,4.0,DIVORCED,1.0,F,5442447073.0,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU,12.0/2004.0
61,PES_HVT141708675,IDRISSA,nan,HAVUGIMANA,IDRISSA  HAVUGIMANA,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,5.0,1993.0,29.0,ERIC MUVUNYI,6.0,NEVER MARRIED,nan,M,7457912412.0,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI,5.0/1993.0
61,PES_HWG467111248,IR?NE,nan,NIYONSENGA,IR?NE  NIYONSENGA,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,nan,2020.0,2.0,ERIC MUVUNYI,6.0,NEVER MARRIED,13.0,F,7457912412.0,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI,nan/2020.0
61,PES_HX0362117509,THERESE,nan,MUTONI,THERESE  MUTONI,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,10.0,nan,9.0,ERIC MUVUNYI,6.0,NEVER MARRIED,3.0,F,7457912412.0,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI,10.0/nan
61,PES_HYM514853138,ERIC,nan,MUVUNYI,ERIC  MUVUNYI,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,5.0,1943.0,84.0,ERIC MUVUNYI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,5.0,M,7457912412.0,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI,5.0/1943.0
62,PES_IAH444305755,IBRAHIM,nan,CHANTAL,IBRAHIM  CHANTAL,SOUTH,RUHANGO,BWERAMANA,GITISI,KABUGUSU,1.0,1932.0,91.0,JOHN AGNES,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,M,5166489363.0,-2.231869136,29.75781374,RWANDA RUHANGO BWERAMANA GITISI KABUGUSU,GITISIKABUGUSU,RUHANGOBWERAMANA,1.0/1932.0
62,PES_IBF732007510,NICOLE,nan,RUTAYISIRE,NICOLE  RUTAYISIRE,SOUTH,RUHANGO,BWERAMANA,GITISI,KABUGUSU,12.0,1985.0,37.0,JOHN AGNES,7.0,WIDOWED,4.0,F,5166489363.0,-2.231869136,29.75781374,RWANDA RUHANGO BWERAMANA GITISI KABUGUSU,GITISIKABUGUSU,RUHANGOBWERAMANA,12.0/1985.0
62,PES_IC4000566589,JOHN,nan,AGNES,JOHN  AGNES,SOUTH,RUHANGO,BWERAMANA,GITISI,KABUGUSU,3.0,1985.0,92.0,JOHN AGNES,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,2.0,M,5166489363.0,-2.231869136,29.75781374,RWANDA RUHANGO BWERAMANA GITISI KABUGUSU,GITISIKABUGUSU,RUHANGOBWERAMANA,3.0/1985.0
63,PES_IDM605993712,SHAMARIMA,nan,nan,SHAMARIMA  ,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,8.0,1982.0,40.0,AIMEE NIYITEGEKA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7.0,F,9101466357.0,-1.3854619959999999,30.23064135,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA,8.0/1982.0
63,PES_IGZ535497516,AIMEE,nan,NIYITEGEKA,AIMEE  NIYITEGEKA,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,2.0,1932.0,93.0,AIMEE NIYITEGEKA,6.0,NEVER MARRIED,nan,F,9101466357.0,-1.3854619959999999,30.23064135,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA,2.0/1932.0
64,PES_IJV897774636,JANVIER,nan,NDUWIMANA,JANVIER  NDUWIMANA,EAST,GATSIBO,GASANGE,VIRO,VIRO,12.0,1935.0,90.0,JANVIER NDUWIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,M,1548903440.0,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,12.0/1935.0
64,PES_IKR726062477,MUSHIKIWABO,nan,MUGANZA,MUSHIKIWABO  MUGANZA,EAST,GATSIBO,GASANGE,VIRO,VIRO,nan,2010.0,9.0,JANVIER NDUWIMANA,6.0,NEVER MARRIED,1.0,F,1548903440.0,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,nan/2010.0
64,PES_ILT692662486,PATRICE,nan,BIRUNGI,PATRICE  BIRUNGI,EAST,GATSIBO,GASANGE,VIRO,VIRO,nan,2008.0,23.0,JANVIER NDUWIMANA,4.0,DIVORCED,1.0,M,1548903440.0,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,nan/2008.0
64,PES_IN0874341263,EUGENE,nan,nan,EUGENE  ,EAST,GATSIBO,GASANGE,VIRO,VIRO,1.0,1994.0,28.0,JANVIER NDUWIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,13.0,M,1548903440.0,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,1.0/1994.0
64,PES_INT341141308,JENY,nan,UMUTONI,JENY  UMUTONI,EAST,GATSIBO,GASANGE,VIRO,VIRO,3.0,1982.0,40.0,JANVIER NDUWIMANA,nan,nan,4.0,F,1548903440.0,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE,3.0/1982.0
65,PES_INT855622978,ONESPHORE,nan,MAHORO,ONESPHORE  MAHORO,SOUTH,KAMONYI,MUGINA,JENDA,KIGARAMA,9.0,1977.0,45.0,ONESPHORE MAHORO,6.0,NEVER MARRIED,12.0,M,6897481326.0,-1.9877217740000002,30.063888000000002,RWANDA KAMONYI MUGINA JENDA KIGARAMA,JENDAKIGARAMA,KAMONYIMUGINA,9.0/1977.0
65,PES_INW831451030,BENITE,nan,MUSHIMIYIMANA,BENITE  MUSHIMIYIMANA,SOUTH,KAMONYI,MUGINA,JENDA,KIGARAMA,5.0,1978.0,44.0,ONESPHORE MAHORO,6.0,NEVER MARRIED,7.0,F,6897481326.0,-1.9877217740000002,30.063888000000002,RWANDA KAMONYI MUGINA JENDA KIGARAMA,JENDAKIGARAMA,KAMONYIMUGINA,5.0/1978.0
66,PES_IOW529929153,IZERE,nan,MUGABE,IZERE  MUGABE,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,nan,1941.0,84.0,IZERE MUGABE,4.0,DIVORCED,6.0,M,3931816407.0,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI,nan/1941.0
