hid_cen,puid_cen,forename_cen,middlenm_cen,last_name_cen,names_cen,province_cen,district_cen,sector_cen,cellule_cen,village_cen,month_cen,year_cen,age_cen,HoH_cen,marstat_cen,marstatdesc_cen,relationship_cen,sex_cen,telephone_cen,lat_cen,long_cen,full_loc_cen,EAid_cen,DSid_cen,dob_cen
43,CEN_E23596225011,LAMBERT,nan,KABERA,LAMBERT  KABERA,WEST,NGORORERO,BWIRA,KABARONDO,NYAKARAMBI,6.0,nan,93,LAMBERT KABERA,6.0,NEVER MARRIED,1.0,M,7621647104.0,-1.861275719,29.62435483,RWANDA NGORORERO BWIRA KABARONDO NYAKARAMBI,KABARONDONYAKARAMBI,NGOROREROBWIRA,6.0/nan
44,CEN_E2E136268545,ALLYSCOFA,nan,NIYITEGEKA,ALLYSCOFA  NIYITEGEKA,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,1.0,nan,69,KAKOZI ISSA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,2.0,M,nan,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA,1.0/nan
44,CEN_E4I790925333,MUGISHA,nan,RUKUNDO,MUGISHA  RUKUNDO,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,nan,nan,3,KAKOZI ISSA,6.0,NEVER MARRIED,7.0,M,nan,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA,nan/nan
44,CEN_ECP854641535,NIWEMUGIZI,nan,GATARI,NIWEMUGIZI  GATARI,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,5.0,2006.0,19,KAKOZI ISSA,6.0,NEVER MARRIED,9.0,M,nan,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA,5.0/2006.0
44,CEN_EFQ292659256,ARMEL,nan,NSENGA,ARMEL  NSENGA,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,nan,1946.0,76,KAKOZI ISSA,6.0,NEVER MARRIED,12.0,M,nan,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA,nan/1946.0
44,CEN_EHI314223541,nan,nan,ISSA,  ISSA,KIGALI,GASABO,JABANA,KABUYE,NYAGASOZI,3.0,nan,99,KAKOZI ISSA,6.0,NEVER MARRIED,7.0,M,nan,-1.884119968,30.05556004,RWANDA GASABO JABANA KABUYE NYAGASOZI,KABUYENYAGASOZI,GASABOJABANA,3.0/nan
45,CEN_EJE566185827,WILLY,nan,GATARI,WILLY  GATARI,WEST,NYABIHU,JENDA,KAREBA,RUBARE,nan,1940.0,21,EMMY FRANCOIS,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,8.0,M,6099637466.0,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA,nan/1940.0
45,CEN_EL7917901931,JUSTIN,nan,UMUTONI,JUSTIN  UMUTONI,WEST,NYABIHU,JENDA,KAREBA,RUBARE,3.0,1940.0,85,EMMY FRANCOIS,3.0,LIVE IN A POLYGAMOUS UNION,5.0,M,6099637466.0,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA,3.0/1940.0
45,CEN_ENX400046703,CHANI,nan,UWIZEYE,CHANI  UWIZEYE,WEST,NYABIHU,JENDA,KAREBA,RUBARE,4.0,1944.0,78,EMMY FRANCOIS,7.0,WIDOWED,9.0,F,6099637466.0,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA,4.0/1944.0
45,CEN_EPR123142666,EMMY,nan,FRANCOIS,EMMY  FRANCOIS,WEST,NYABIHU,JENDA,KAREBA,RUBARE,9.0,1935.0,87,EMMY FRANCOIS,3.0,LIVE IN A POLYGAMOUS UNION,12.0,nan,6099637466.0,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA,9.0/1935.0
45,CEN_EQF866073848,ROGER,nan,UWERA,ROGER  UWERA,WEST,NYABIHU,JENDA,KAREBA,RUBARE,6.0,2009.0,13,EMMY FRANCOIS,6.0,NEVER MARRIED,1.0,M,6099637466.0,-1.581963084,29.47394784,RWANDA NYABIHU JENDA KAREBA RUBARE,KAREBARUBARE,NYABIHUJENDA,6.0/2009.0
46,CEN_EVD402242280,ISSA,nan,UMULISA,ISSA  UMULISA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,1.0,1963.0,59,IRANKUNDA XAVIER MUGABE,nan,nan,10.0,M,nan,-1.3743929369999999,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA,1.0/1963.0
46,CEN_EVI334428460,CESAR,nan,UMULISA,CESAR  UMULISA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,nan,1932.0,3,IRANKUNDA XAVIER MUGABE,6.0,NEVER MARRIED,6.0,M,nan,-1.3743929369999999,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA,nan/1932.0
46,CEN_EZR488352561,JEAN,BAPTISTE,MUKAMA,JEAN BAPTISTE MUKAMA,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,6.0,nan,47,IRANKUNDA XAVIER MUGABE,3.0,LIVE IN A POLYGAMOUS UNION,12.0,M,nan,-1.3743929369999999,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA,6.0/nan
46,CEN_F2L495192595,IRANKUNDA,XAVIER,MUGABE,IRANKUNDA XAVIER MUGABE,EAST,NYAGATARE,KARAMA,CYENKWANZI,RUREMBO,nan,nan,,IRANKUNDA XAVIER MUGABE,4.0,DIVORCED,9.0,M,nan,-1.3743929369999999,30.19821881,RWANDA NYAGATARE KARAMA CYENKWANZI RUREMBO,CYENKWANZIRUREMBO,NYAGATAREKARAMA,nan/nan
47,CEN_F44464506408,THEOBALD,nan,MUNYANEZA,THEOBALD  MUNYANEZA,KIGALI,NYARUGENGE,KANYINYA,NYAMWERU,RUHENGERI,11.0,1985.0,37,BENJAMIN MULINDA,5.0,SEPARATED,nan,F,nan,-1.936701021,30.02632138,RWANDA NYARUGENGE KANYINYA NYAMWERU RUHENGERI,NYAMWERURUHENGERI,NYARUGENGEKANYINYA,11.0/1985.0
47,CEN_FAA264151688,BENJAMIN,nan,MULINDA,BENJAMIN  MULINDA,KIGALI,NYARUGENGE,KANYINYA,NYAMWERU,RUHENGERI,4.0,1925.0,97,BENJAMIN MULINDA,4.0,DIVORCED,13.0,M,nan,-1.936701021,30.02632138,RWANDA NYARUGENGE KANYINYA NYAMWERU RUHENGERI,NYAMWERURUHENGERI,NYARUGENGEKANYINYA,4.0/1925.0
47,CEN_FAR579973508,IRAGENA,nan,ALOYS,IRAGENA  ALOYS,KIGALI,NYARUGENGE,KANYINYA,NYAMWERU,RUHENGERI,11.0,1927.0,11,BENJAMIN MULINDA,6.0,NEVER MARRIED,3.0,F,nan,-1.936701021,30.02632138,RWANDA NYARUGENGE KANYINYA NYAMWERU RUHENGERI,NYAMWERURUHENGERI,NYARUGENGEKANYINYA,11.0/1927.0
48,CEN_FFF694733889,SOLANGE,nan,BIZIMANA,SOLANGE  BIZIMANA,WEST,NYABIHU,MUKAMIRA,JABA,HESHA,11.0,2000.0,24,LORRAINE NSABIMANA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,F,1842124591.0,-1.604841381,29.50372412,RWANDA NYABIHU MUKAMIRA JABA HESHA,JABAHESHA,NYABIHUMUKAMIRA,11.0/2000.0
48,CEN_FIJ504434399,LORRAINE,nan,NSABIMANA,LORRAINE  NSABIMANA,WEST,NYABIHU,MUKAMIRA,JABA,HESHA,9.0,1936.0,86,LORRAINE NSABIMANA,3.0,LIVE IN A POLYGAMOUS UNION,8.0,F,1842124591.0,-1.604841381,29.50372412,RWANDA NYABIHU MUKAMIRA JABA HESHA,JABAHESHA,NYABIHUMUKAMIRA,9.0/1936.0
48,CEN_FKG690819243,LINDA,nan,HABIMANA,LINDA  HABIMANA,WEST,NYABIHU,MUKAMIRA,JABA,HESHA,nan,1966.0,56,LORRAINE NSABIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,F,1842124591.0,-1.604841381,29.50372412,RWANDA NYABIHU MUKAMIRA JABA HESHA,JABAHESHA,NYABIHUMUKAMIRA,nan/1966.0
49,CEN_FKX110869062,UWAYO,PATRICK,CLAVER,UWAYO PATRICK CLAVER,KIGALI,KICUKIRO,KAGARAMA,MUYANGE,MUYANGE,1.0,1997.0,32,PACIFIC MUTESI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,nan,M,nan,-1.9995240630000002,30.12361042,RWANDA KICUKIRO KAGARAMA MUYANGE MUYANGE,MUYANGEMUYANGE,KICUKIROKAGARAMA,1.0/1997.0
49,CEN_FL7459935953,BASILE,nan,ALEXANDRE,BASILE  ALEXANDRE,KIGALI,KICUKIRO,KAGARAMA,MUYANGE,MUYANGE,1.0,2007.0,18,PACIFIC MUTESI,6.0,NEVER MARRIED,7.0,M,nan,-1.9995240630000002,30.12361042,RWANDA KICUKIRO KAGARAMA MUYANGE MUYANGE,MUYANGEMUYANGE,KICUKIROKAGARAMA,1.0/2007.0
49,CEN_FQ7513390709,PACIFIC,nan,MUTESI,PACIFIC  MUTESI,KIGALI,KICUKIRO,KAGARAMA,MUYANGE,MUYANGE,1.0,1962.0,60,PACIFIC MUTESI,nan,nan,1.0,M,nan,-1.9995240630000002,30.12361042,RWANDA KICUKIRO KAGARAMA MUYANGE MUYANGE,MUYANGEMUYANGE,KICUKIROKAGARAMA,1.0/1962.0
50,CEN_FQD459581206,PANETTA,nan,MUSHIMIYIMANA,PANETTA  MUSHIMIYIMANA,NORTH,BURERA,RUSARABUYE,RUHANGA,NGUNDU,nan,2010.0,76,PANETTA MUSHIMIYIMANA,4.0,DIVORCED,2.0,M,9447551084.0,-1.5464578919999998,29.81844144,RWANDA BURERA RUSARABUYE RUHANGA NGUNDU,RUHANGANGUNDU,BURERARUSARABUYE,nan/2010.0
50,CEN_FTW498650142,ISAIE,nan,CHRISTINE,ISAIE  CHRISTINE,NORTH,BURERA,RUSARABUYE,RUHANGA,NGUNDU,7.0,1988.0,34,PANETTA MUSHIMIYIMANA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,5.0,M,9447551084.0,-1.5464578919999998,29.81844144,RWANDA BURERA RUSARABUYE RUHANGA NGUNDU,RUHANGANGUNDU,BURERARUSARABUYE,7.0/1988.0
50,CEN_FV2514313034,CYNTHIA,nan,NKURUNZIZA,CYNTHIA  NKURUNZIZA,NORTH,BURERA,RUSARABUYE,RUHANGA,NGUNDU,nan,2008.0,14,PANETTA MUSHIMIYIMANA,6.0,NEVER MARRIED,9.0,F,9447551084.0,-1.5464578919999998,29.81844144,RWANDA BURERA RUSARABUYE RUHANGA NGUNDU,RUHANGANGUNDU,BURERARUSARABUYE,nan/2008.0
50,CEN_FV4983349378,OLIVE,nan,GATERA,OLIVE  GATERA,NORTH,BURERA,RUSARABUYE,RUHANGA,NGUNDU,10.0,2019.0,3,PANETTA MUSHIMIYIMANA,6.0,NEVER MARRIED,4.0,F,9447551084.0,-1.5464578919999998,29.81844144,RWANDA BURERA RUSARABUYE RUHANGA NGUNDU,RUHANGANGUNDU,BURERARUSARABUYE,10.0/2019.0
51,CEN_FXR758864377,EMMY,ARSONVAL,MUTUYIMANA,EMMY ARSONVAL MUTUYIMANA,EAST,KIREHE,GATORE,MUGANZA,KARENGE,7.0,nan,83,EMMY ARSONVAL MUTUYIMANA,5.0,SEPARATED,8.0,M,9941340114.0,-2.2630661869999997,30.63629789,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE,7.0/nan
51,CEN_FXX052916425,PACIFIQUE,nan,HABIMANA,PACIFIQUE  HABIMANA,EAST,KIREHE,GATORE,MUGANZA,KARENGE,12.0,1993.0,22,EMMY ARSONVAL MUTUYIMANA,4.0,DIVORCED,5.0,M,9941340114.0,-2.2630661869999997,30.63629789,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE,12.0/1993.0
51,CEN_GA9972129756,EMMY,PRINCE,HARERIMANA,EMMY PRINCE HARERIMANA,EAST,KIREHE,GATORE,MUGANZA,KARENGE,6.0,nan,29,EMMY ARSONVAL MUTUYIMANA,5.0,SEPARATED,11.0,M,9941340114.0,-2.2630661869999997,30.63629789,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE,6.0/nan
51,CEN_GAS577040113,OTIS,nan,BIMENANA,OTIS  BIMENANA,EAST,KIREHE,GATORE,MUGANZA,KARENGE,nan,1979.0,43,EMMY ARSONVAL MUTUYIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,10.0,M,9941340114.0,-2.2630661869999997,30.63629789,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE,nan/1979.0
52,CEN_GAT753724721,ROSY,nan,MUGISHA,ROSY  MUGISHA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,2004.0,18,DODOS MUHUMUZA,6.0,NEVER MARRIED,9.0,F,nan,-1.934642114,30.01902208,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/2004.0
52,CEN_GDZ841615309,nan,nan,MUHUMUZA,  MUHUMUZA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,5.0,1963.0,59,DODOS MUHUMUZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,4.0,M,nan,-1.934642114,30.01902208,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,5.0/1963.0
52,CEN_GF9986371386,MUJJAWIMANA,REGIS,RODRIGUE,MUJJAWIMANA REGIS RODRIGUE,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,1972.0,52,DODOS MUHUMUZA,5.0,SEPARATED,7.0,F,nan,-1.934642114,30.01902208,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/1972.0
54,CEN_GOU502015640,HILLALY,nan,MUREKATETE,HILLALY  MUREKATETE,WEST,RUTSIRO,KIVUMU,KARAMBI,NYUNDO,nan,1974.0,55,BATI HUSSEIN,5.0,SEPARATED,9.0,F,nan,-1.918487885,29.35772294,RWANDA RUTSIRO KIVUMU KARAMBI NYUNDO,KARAMBINYUNDO,RUTSIROKIVUMU,nan/1974.0
54,CEN_GPS911216688,BATI,nan,HUSSEIN,BATI  HUSSEIN,WEST,RUTSIRO,KIVUMU,KARAMBI,NYUNDO,9.0,1942.0,80,BATI HUSSEIN,6.0,NEVER MARRIED,9.0,M,nan,-1.918487885,29.35772294,RWANDA RUTSIRO KIVUMU KARAMBI NYUNDO,KARAMBINYUNDO,RUTSIROKIVUMU,9.0/1942.0
55,CEN_GXJ335640338,ALBERT,nan,JEAN,ALBERT  JEAN,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,nan,42,CYRIAQUE BOSCO,6.0,NEVER MARRIED,nan,M,nan,-1.934642114,30.01902208,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/nan
55,CEN_GZ4617012810,CYRIAQUE,nan,nan,CYRIAQUE  ,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,1938.0,84,CYRIAQUE BOSCO,5.0,SEPARATED,1.0,M,nan,-1.934642114,30.01902208,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/1938.0
55,CEN_H6A070056906,DAVID,nan,HASAN,DAVID  HASAN,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,8.0,2012.0,10,CYRIAQUE BOSCO,6.0,NEVER MARRIED,9.0,M,nan,-1.934642114,30.01902208,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,8.0/2012.0
56,CEN_H7V224236269,REN,nan,KAYIHURA,REN  KAYIHURA,WEST,RUSIZI,GIHEKE,KAMASHANGI,KAMUHOZI,5.0,2009.0,13,REMY KUBWIMANA,6.0,NEVER MARRIED,10.0,M,1951892852.0,-2.475864192,28.9266062,RWANDA RUSIZI GIHEKE KAMASHANGI KAMUHOZI,KAMASHANGIKAMUHOZI,RUSIZIGIHEKE,5.0/2009.0
56,CEN_H8U884945704,DIEUD,nan,JOSEPHINE,DIEUD  JOSEPHINE,WEST,RUSIZI,GIHEKE,KAMASHANGI,KAMUHOZI,nan,1983.0,39,REMY KUBWIMANA,7.0,WIDOWED,10.0,M,1951892852.0,-2.475864192,28.9266062,RWANDA RUSIZI GIHEKE KAMASHANGI KAMUHOZI,KAMASHANGIKAMUHOZI,RUSIZIGIHEKE,nan/1983.0
56,CEN_H8X149149796,REMY,nan,KUBWIMANA,REMY  KUBWIMANA,WEST,RUSIZI,GIHEKE,KAMASHANGI,KAMUHOZI,12.0,1949.0,73,REMY KUBWIMANA,5.0,SEPARATED,nan,nan,1951892852.0,-2.475864192,28.9266062,RWANDA RUSIZI GIHEKE KAMASHANGI KAMUHOZI,KAMASHANGIKAMUHOZI,RUSIZIGIHEKE,12.0/1949.0
57,CEN_HBA816395291,SETH,nan,GATSINZI,SETH  GATSINZI,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,8.0,nan,68,NKURUNZIZA MULINDWA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,9.0,M,9451375765.0,-1.9405246180000002,30.05777044,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA,8.0/nan
57,CEN_HC6931942742,NYARUYONGA,PATRICK,NGABONZIZA,NYARUYONGA PATRICK NGABONZIZA,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,8.0,1996.0,26,NKURUNZIZA MULINDWA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,10.0,M,9451375765.0,-1.9405246180000002,30.05777044,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA,8.0/1996.0
57,CEN_HCJ776867776,MUGWANEZA,nan,MUGABO,MUGWANEZA  MUGABO,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,nan,1957.0,59,NKURUNZIZA MULINDWA,3.0,LIVE IN A POLYGAMOUS UNION,4.0,M,9451375765.0,-1.9405246180000002,30.05777044,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA,nan/1957.0
57,CEN_HDM374121233,NKURUNZIZA,nan,MULINDWA,NKURUNZIZA  MULINDWA,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,12.0,2015.0,91,NKURUNZIZA MULINDWA,4.0,DIVORCED,2.0,F,9451375765.0,-1.9405246180000002,30.05777044,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA,12.0/2015.0
58,CEN_HGB850106465,RENE,EMMANUEL,PEACE,RENE EMMANUEL PEACE,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,nan,1967.0,55,DAVID KWIZERA BERNARD,7.0,WIDOWED,2.0,M,1655870603.0,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE,nan/1967.0
58,CEN_HGE019122016,PHIONAH,nan,NSENGIMANA,PHIONAH  NSENGIMANA,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,7.0,1942.0,80,DAVID KWIZERA BERNARD,4.0,DIVORCED,12.0,F,1655870603.0,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE,7.0/1942.0
58,CEN_HGG405116220,DAVID,KWIZERA,BERNARD,DAVID KWIZERA BERNARD,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,12.0,1926.0,96,DAVID KWIZERA BERNARD,nan,nan,10.0,M,1655870603.0,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE,12.0/1926.0
58,CEN_HGP321027077,SHEMA,KAYEZU,BYUKUSENGE,SHEMA KAYEZU BYUKUSENGE,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,4.0,1931.0,79,DAVID KWIZERA BERNARD,4.0,DIVORCED,9.0,M,nan,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE,4.0/1931.0
59,CEN_HJ6955888421,BURUNDIAN,nan,IRAKOZE,BURUNDIAN  IRAKOZE,EAST,KIREHE,MPANGA,RUBAYA,RUKONJI,3.0,1921.0,101,BURUNDIAN IRAKOZE,4.0,DIVORCED,12.0,M,nan,-2.033237342,30.83372581,RWANDA KIREHE MPANGA RUBAYA RUKONJI,RUBAYARUKONJI,KIREHEMPANGA,3.0/1921.0
59,CEN_HJS669785023,AJAY,nan,RURANGWA,AJAY  RURANGWA,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,4.0,1993.0,42,BURUNDIAN IRAKOZE,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,4.0,M,nan,-1.853486564,30.20341055,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,4.0/1993.0
59,CEN_HJV650281580,ANNONCIATA,nan,HARERIMANA,ANNONCIATA  HARERIMANA,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,12.0,1937.0,61,BURUNDIAN IRAKOZE,3.0,LIVE IN A POLYGAMOUS UNION,9.0,F,nan,-1.853486564,30.20341055,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO,12.0/1937.0
60,CEN_HMN810591152,TUYISENGE,nan,UWIZEYIMANA,TUYISENGE  UWIZEYIMANA,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,6.0,1934.0,44,FRANCOISE UMUHOZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13.0,M,5442447073.0,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU,6.0/1934.0
60,CEN_HMY749712033,FRANCOISE,nan,UMUHOZA,FRANCOISE  UMUHOZA,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,7.0,1969.0,65,FRANCOISE UMUHOZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,10.0,F,5442447073.0,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU,7.0/1969.0
60,CEN_HQC690330863,ROMEO,RICK,JANVIER,ROMEO RICK JANVIER,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,12.0,nan,59,FRANCOISE UMUHOZA,nan,nan,13.0,M,5442447073.0,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU,12.0/nan
60,CEN_HVB034983317,MUKAMBANGUZA,JOSIANE,BUTERA,MUKAMBANGUZA JOSIANE BUTERA,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,nan,nan,,FRANCOISE UMUHOZA,4.0,DIVORCED,1.0,F,5442447073.0,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU,nan/nan
61,CEN_HVT141708675,IDRISSA,nan,HAVUGIMANA,IDRISSA  HAVUGIMANA,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,nan,1993.0,29,ERIC MUVUNYI,6.0,NEVER MARRIED,4.0,M,7457912412.0,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI,nan/1993.0
61,CEN_HWG467111248,IR?NE,nan,NIYONSENGA,IR?NE  NIYONSENGA,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,7.0,2020.0,2,ERIC MUVUNYI,6.0,NEVER MARRIED,13.0,F,7457912412.0,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI,7.0/2020.0
61,CEN_HX0362117509,THERESE,nan,MUTONI,THERESE  MUTONI,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,nan,2013.0,9,ERIC MUVUNYI,6.0,NEVER MARRIED,3.0,F,7457912412.0,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI,nan/2013.0
61,CEN_HYM514853138,ERIC,nan,MUVUNYI,ERIC  MUVUNYI,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,5.0,1938.0,84,ERIC MUVUNYI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,nan,M,7457912412.0,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI,5.0/1938.0
62,CEN_IAH444305755,IBRAHIM,nan,CHANTAL,IBRAHIM  CHANTAL,SOUTH,RUHANGO,BWERAMANA,GITISI,KABUGUSU,1.0,1932.0,90,JOHN AGNES,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,F,5166489363.0,-2.231869136,29.75781374,RWANDA RUHANGO BWERAMANA GITISI KABUGUSU,GITISIKABUGUSU,RUHANGOBWERAMANA,1.0/1932.0
62,CEN_IBF732007510,NICOLE,nan,RUTAYISIRE,NICOLE  RUTAYISIRE,SOUTH,RUHANGO,BWERAMANA,GITISI,KABUGUSU,12.0,1985.0,37,JOHN AGNES,7.0,WIDOWED,4.0,M,5166489363.0,-2.231869136,29.75781374,RWANDA RUHANGO BWERAMANA GITISI KABUGUSU,GITISIKABUGUSU,RUHANGOBWERAMANA,12.0/1985.0
62,CEN_IC4000566589,JOHN,nan,AGNES,JOHN  AGNES,SOUTH,RUHANGO,BWERAMANA,GITISI,KABUGUSU,nan,nan,92,JOHN AGNES,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,2.0,M,5166489363.0,-2.231869136,29.75781374,RWANDA RUHANGO BWERAMANA GITISI KABUGUSU,GITISIKABUGUSU,RUHANGOBWERAMANA,nan/nan
63,CEN_IDM605993712,SHAMARIMA,nan,AUGUSTIN,SHAMARIMA  AUGUSTIN,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,1.0,1982.0,40,AIMEE NIYITEGEKA,nan,nan,7.0,F,nan,-1.7072030219999998,29.59112213,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA,1.0/1982.0
