hid,puid,forename,middlenm,last_name,names,province,district,sector,cellule,village,month,year,age,HoH,marstat,marstatdesc,relationship,sex,telephone,lat,long,full_loc,Eaid,Dsid
49,FL7459935953,BASILE,,ALEXANDRE,BASILE  ALEXANDRE,KIGALI,KICUKIRO,KAGARAMA,MUYANGE,MUYANGE,,2007,15,PACIFIC MUTESI,6,NEVER MARRIED,7,F,7205463613,-1.999910066,30.12524121,RWANDA KICUKIRO KAGARAMA MUYANGE MUYANGE,MUYANGEMUYANGE,KICUKIROKAGARAMA
49,FQ7513390709,PACIFIC,,MULESI,PACIFIC  MULESI,KIGALI,KICUKIRO,KAGARAMA,MUYANGE,MUYANGE,1,1962,60,PACIFIC MUTESI,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,1,M,7205463613,-1.999910066,30.12524121,RWANDA KICUKIRO KAGARAMA MUYANGE MUYANGE,MUYANGEMUYANGE,KICUKIROKAGARAMA
51,FXR758864377,EMMY,ARSONVAL,,EMMY ARSONVAL ,EAST,KIREHE,GATORE,MUGANZA,KARENGE,,,83,EMMY ARSONVAL MUTUYIMANA,5,SEPARATED,8,M,1488624879,-2.264274915,30.5948795,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE
51,FXX052916425,PACIFIQUE,,,PACIFIQUE  ,EAST,KIREHE,GATORE,MUGANZA,KARENGE,12,2000,22,EMMY ARSONVAL MUTUYIMANA,4,DIVORCED,5,M,1488624879,-2.264274915,30.5948795,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE
51,GA9972129756,EMMY,PRINCE,HARERIMANA,EMMY PRINCE HARERIMANA,EAST,KIREHE,GATORE,MUGANZA,KARENGE,,1994,28,EMMY ARSONVAL MUTUYIMANA,5,SEPARATED,11,M,1488624879,-2.264274915,30.5948795,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE
51,GAS577040113,OTIS,,BIMENYIMANA,OTIS  BIMENYIMANA,EAST,KIREHE,GATORE,MUGANZA,KARENGE,,1958,43,EMMY ARSONVAL MUTUYIMANA,,,10,M,1488624879,-2.264274915,30.5948795,RWANDA KIREHE GATORE MUGANZA KARENGE,MUGANZAKARENGE,KIREHEGATORE
52,GAT753724721,ROSY,,MUGISHA,ROSY  MUGISHA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,11,,18,DODOS MUHUMUZA,6,NEVER MARRIED,9,F,5832224487,-1.934749341,30.01569614,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
52,GDZ841615309,DODOS,,MUHUMUZA,DODOS  MUHUMUZA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,,1963,59,DODOS MUHUMUZA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,,M,5832224487,-1.934749341,30.01569614,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
52,GF9986371386,MUJJAWIMANA,REGIS,RODRIGUE,MUJJAWIMANA REGIS RODRIGUE,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,,1938,50,DODOS MUHUMUZA,5,SEPARATED,7,M,5832224487,-1.934749341,30.01569614,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
53,GFH441848680,AYOUBE,,TWAGIRAYEZU,AYOUBE  TWAGIRAYEZU,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,3,2011,11,RUGIRA TUMUKUNDE,6,NEVER MARRIED,1,M,3159707306,-2.189780052,29.90277351,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
53,GGP902174594,RUGIRA,,TUMUKUNDE,RUGIRA  TUMUKUNDE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,10,1931,99,RUGIRA TUMUKUNDE,6,NEVER MARRIED,6,M,3159707306,-2.189780052,29.90277351,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
53,GIC847114647,JEAN,PIERRE,DIEU,JEAN PIERRE DIEU,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,7,1952,70,RUGIRA TUMUKUNDE,7,WIDOWED,9,M,3159707306,-2.189780052,29.90277351,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
53,GJA349466258,CHARLES,,SANGWA,CHARLES  SANGWA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,,2015,10,RUGIRA TUMUKUNDE,6,NEVER MARRIED,9,M,3159707306,-2.189780052,29.90277351,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
55,GXJ335640338,ALBERT,,JEAN,ALBERT  JEAN,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,,1981,41,CYRIAQUE BOSCO,6,NEVER MARRIED,5,F,2102073197,-1.933301773,30.01672611,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
55,GZ4617012810,CYRIAQUE,,BOSCO,CYRIAQUE  BOSCO,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,2,,,CYRIAQUE BOSCO,5,SEPARATED,1,M,2102073197,-1.933301773,30.01672611,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
55,H6A070056906,DAVD,,HASSAN,DAVD  HASSAN,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,11,2012,10,CYRIAQUE BOSCO,6,NEVER MARRIED,9,M,2102073197,-1.933301773,30.01672611,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
56,H7V224236269,RENE,,KAYIHUA,RENE  KAYIHUA,WEST,RUSIZI,GIHEKE,KAMASHANGI,KAMUHOZI,10,2009,13,REMY KUBWIMANA,6,NEVER MARRIED,10,M,1951892852,-2.475864192,28.9266062,RWANDA RUSIZI GIHEKE KAMASHANGI KAMUHOZI,KAMASHANGIKAMUHOZI,RUSIZIGIHEKE
56,H8U884945704,DIEU,,JOSEPHINE,DIEU  JOSEPHINE,WEST,RUSIZI,GIHEKE,KAMASHANGI,KAMUHOZI,9,1983,39,REMY KUBWIMANA,7,WIDOWED,10,M,1951892852,-2.475864192,28.9266062,RWANDA RUSIZI GIHEKE KAMASHANGI KAMUHOZI,KAMASHANGIKAMUHOZI,RUSIZIGIHEKE
56,H8X149149796,,,KUBWIMANA,  KUBWIMANA,WEST,RUSIZI,GIHEKE,KAMASHANGI,KAMUHOZI,,,73,REMY KUBWIMANA,5,SEPARATED,6,M,1951892852,-2.475864192,28.9266062,RWANDA RUSIZI GIHEKE KAMASHANGI KAMUHOZI,KAMASHANGIKAMUHOZI,RUSIZIGIHEKE
57,HBA816395291,SETH,,GATSINZI,SETH  GATSINZI,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,5,1955,67,NKURUNZIZA MULINDWA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,9,M,9451375765,-1.940696181,30.05369348,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA
57,HC6931942742,NYARUYONGA,PATRICK,NGABONZIZA,NYARUYONGA PATRICK NGABONZIZA,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,8,1996,26,NKURUNZIZA MULINDWA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,10,M,9451375765,-1.940696181,30.05369348,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA
57,HCJ776867776,MUGWANEZA,,MUGABO,MUGWANEZA  MUGABO,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,7,,61,NKURUNZIZA MULINDWA,,,4,,9451375765,-1.940696181,30.05369348,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA
57,HDM374121233,NKURUNZIZA,,MULINDWA,NKURUNZIZA  MULINDWA,SOUTH,KAMONYI,KARAMA,MUGANZA,NYARUTEJA,3,1931,91,NKURUNZIZA MULINDWA,4,DIVORCED,2,M,9451375765,-1.940696181,30.05369348,RWANDA KAMONYI KARAMA MUGANZA NYARUTEJA,MUGANZANYARUTEJA,KAMONYIKARAMA
58,HGB850106465,,EMMANUEL,PEACE, EMMANUEL PEACE,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,8,1967,55,DAVID KWIZERA BERNARD,7,WIDOWED,2,M,1655870020,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE
58,HGE019122016,PHIONAH,,NSENGIMANA,PHIONAH  NSENGIMANA,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,4,1942,80,DAVID KWIZERA BERNARD,4,DIVORCED,12,F,1655870020,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE
58,HGG405116220,DAVID,KWIZERA,BERNARD,DAVID KWIZERA BERNARD,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,12,2009,96,DAVID KWIZERA BERNARD,,,10,M,1655870020,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE
58,HGP321027077,SHEMA,KAYEZU,BYUKUSENGE,SHEMA KAYEZU BYUKUSENGE,SOUTH,HUYE,HUYE,NYAKAGEZI,MBUBA,,1943,79,DAVID KWIZERA BERNARD,4,DIVORCED,9,M,1655870020,-2.596723613,29.72687546,RWANDA HUYE HUYE NYAKAGEZI MBUBA,NYAKAGEZIMBUBA,HUYEHUYE
59,HJ6955888421,BURUNDIAN,,IRAKOZE,BURUNDIAN  IRAKOZE,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,3,1921,101,BURUNDIAN IRAKOZE,4,DIVORCED,,M,,-1.853472767,30.20340089,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO
59,HJS669785023,AJAY,,RURANGWA,AJAY  RURANGWA,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,,,40,BURUNDIAN IRAKOZE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,4,M,,-1.853472767,30.20340089,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO
59,HJV650281580,ANNONCIATA,,HARERIMANA,ANNONCIATA  HARERIMANA,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,12,1961,61,BURUNDIAN IRAKOZE,3,LIVE IN A POLYGAMOUS UNION,9,F,,-1.853472767,30.20340089,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO
60,HMN810591152,TUYISENGE,,UWIZEYIMANA,TUYISENGE  UWIZEYIMANA,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,,1978,44,FRANCOISE UMUHOZA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13,M,5442447073,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU
60,HMY749712033,FRANCOISE,,UMUHOZA,FRANCOISE  UMUHOZA,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,,1957,65,FRANCOISE UMUHOZA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,10,F,5442447073,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU
60,HQC690330863,ROMEO,RICK,,ROMEO RICK ,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,8,1949,59,FRANCOISE UMUHOZA,5,SEPARATED,13,M,5442447073,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU
60,HVB034983317,MUKAMBANGUZA,JOSIANE,BUTERA,MUKAMBANGUZA JOSIANE BUTERA,EAST,BUGESERA,JURU,MUSOVU,CYABASONGA,12,2004,18,FRANCOISE UMUHOZA,4,DIVORCED,1,F,5442447073,-2.113852734,30.24194228,RWANDA BUGESERA JURU MUSOVU CYABASONGA,MUSOVUCYABASONGA,BUGESERAJURU
61,HVT141708675,IDRISSA,,HAVUGIMANA,IDRISSA  HAVUGIMANA,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,5,1993,29,ERIC MUVUNYI,6,NEVER MARRIED,,M,7457912412,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI
61,HWG467111248,IR?NE,,NIYONSENGA,IR?NE  NIYONSENGA,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,,2020,2,ERIC MUVUNYI,6,NEVER MARRIED,13,F,7457912412,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI
61,HX0362117509,THERESE,,MUTONI,THERESE  MUTONI,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,10,,9,ERIC MUVUNYI,6,NEVER MARRIED,3,F,7457912412,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI
61,HYM514853138,ERIC,,MUVUNYI,ERIC  MUVUNYI,SOUTH,GISAGARA,KANSI,AKABOTI,AKAYENZI,5,1943,84,ERIC MUVUNYI,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,5,M,7457912412,-2.701370781,29.75010987,RWANDA GISAGARA KANSI AKABOTI AKAYENZI,AKABOTIAKAYENZI,GISAGARAKANSI
62,IAH444305755,IBRAHIM,,CHANTAL,IBRAHIM  CHANTAL,SOUTH,RUHANGO,BWERAMANA,GITISI,KABUGUSU,1,1932,91,JOHN AGNES,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2,M,5166489363,-2.231869136,29.75781374,RWANDA RUHANGO BWERAMANA GITISI KABUGUSU,GITISIKABUGUSU,RUHANGOBWERAMANA
62,IBF732007510,NICOLE,,RUTAYISIRE,NICOLE  RUTAYISIRE,SOUTH,RUHANGO,BWERAMANA,GITISI,KABUGUSU,12,1985,37,JOHN AGNES,7,WIDOWED,4,F,5166489363,-2.231869136,29.75781374,RWANDA RUHANGO BWERAMANA GITISI KABUGUSU,GITISIKABUGUSU,RUHANGOBWERAMANA
62,IC4000566589,JOHN,,AGNES,JOHN  AGNES,SOUTH,RUHANGO,BWERAMANA,GITISI,KABUGUSU,3,1985,92,JOHN AGNES,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,2,M,5166489363,-2.231869136,29.75781374,RWANDA RUHANGO BWERAMANA GITISI KABUGUSU,GITISIKABUGUSU,RUHANGOBWERAMANA
63,IDM605993712,SHAMARIMA,,,SHAMARIMA  ,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,8,1982,40,AIMEE NIYITEGEKA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7,F,9101466357,-1.385461996,30.23064135,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA
63,IGZ535497516,AIMEE,,NIYITEGEKA,AIMEE  NIYITEGEKA,WEST,NYABIHU,JOMBA,GASIZA,ISANGANO,2,1932,93,AIMEE NIYITEGEKA,6,NEVER MARRIED,,F,9101466357,-1.385461996,30.23064135,RWANDA NYABIHU JOMBA GASIZA ISANGANO,GASIZAISANGANO,NYABIHUJOMBA
64,IJV897774636,JANVIER,,NDUWIMANA,JANVIER  NDUWIMANA,EAST,GATSIBO,GASANGE,VIRO,VIRO,12,1935,90,JANVIER NDUWIMANA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2,M,1548903440,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE
64,IKR726062477,MUSHIKIWABO,,MUGANZA,MUSHIKIWABO  MUGANZA,EAST,GATSIBO,GASANGE,VIRO,VIRO,,2010,9,JANVIER NDUWIMANA,6,NEVER MARRIED,1,F,1548903440,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE
64,ILT692662486,PATRICE,,BIRUNGI,PATRICE  BIRUNGI,EAST,GATSIBO,GASANGE,VIRO,VIRO,,2008,23,JANVIER NDUWIMANA,4,DIVORCED,1,M,1548903440,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE
64,IN0874341263,EUGENE,,,EUGENE  ,EAST,GATSIBO,GASANGE,VIRO,VIRO,1,1994,28,JANVIER NDUWIMANA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,13,M,1548903440,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE
64,INT341141308,JENY,,UMUTONI,JENY  UMUTONI,EAST,GATSIBO,GASANGE,VIRO,VIRO,3,1982,40,JANVIER NDUWIMANA,,,4,F,1548903440,-1.80210473,30.29598307,RWANDA GATSIBO GASANGE VIRO VIRO,VIROVIRO,GATSIBOGASANGE
65,INT855622978,ONESPHORE,,MAHORO,ONESPHORE  MAHORO,SOUTH,KAMONYI,MUGINA,JENDA,KIGARAMA,9,1977,45,ONESPHORE MAHORO,6,NEVER MARRIED,12,M,6897481326,-1.987721774,30.063888,RWANDA KAMONYI MUGINA JENDA KIGARAMA,JENDAKIGARAMA,KAMONYIMUGINA
65,INW831451030,BENITE,,MUSHIMIYIMANA,BENITE  MUSHIMIYIMANA,SOUTH,KAMONYI,MUGINA,JENDA,KIGARAMA,5,1978,44,ONESPHORE MAHORO,6,NEVER MARRIED,7,F,6897481326,-1.987721774,30.063888,RWANDA KAMONYI MUGINA JENDA KIGARAMA,JENDAKIGARAMA,KAMONYIMUGINA
66,IOW529929153,IZERE,,MUGABE,IZERE  MUGABE,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,,1941,84,IZERE MUGABE,4,DIVORCED,6,M,3931816407,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI
66,IWO880209190,JOHNSON,,MUSINGUZI,JOHNSON  MUSINGUZI,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,,1981,41,IZERE MUGABE,4,DIVORCED,,M,3931816407,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI
66,IX5120193203,UWINEZA,,MANZI,UWINEZA  MANZI,WEST,KARONGI,GASHARI,RUGOBAGOBA,KIBINGO,8,1957,68,IZERE MUGABE,4,DIVORCED,5,F,3931816407,-2.145639366,29.52241489,RWANDA KARONGI GASHARI RUGOBAGOBA KIBINGO,RUGOBAGOBAKIBINGO,KARONGIGASHARI
67,IXG461746605,CHRISTINE,,BAHATI,CHRISTINE  BAHATI,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,6,1961,61,ATFA TUYISENGE,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11,F,3931816407,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO
67,IYB601574790,CHASILY,,SIBO,CHASILY  SIBO,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,11,2003,19,ATFA TUYISENGE,4,DIVORCED,11,F,3931816407,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO
67,IZB269602245,ATFA,,TUYISENGE,ATFA  TUYISENGE,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,2,,88,ATFA TUYISENGE,,,11,F,2253636460,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO
67,J0P323659375,,LUC,PAULIN, LUC PAULIN,EAST,RWAMAGANA,KIGABIRO,NYAGASENYI,RAMBA,4,2005,17,ATFA TUYISENGE,6,NEVER MARRIED,2,M,2253636460,-1.850636821,30.2109386,RWANDA RWAMAGANA KIGABIRO NYAGASENYI RAMBA,NYAGASENYIRAMBA,RWAMAGANAKIGABIRO
68,J4G020992946,EULADE,,HATEGEKIMANA,EULADE  HATEGEKIMANA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,9,1990,32,EULADE HATEGEKIMANA,6,NEVER MARRIED,5,M,,-2.190383108,29.90240202,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
68,J6H192902277,PETER,JOY,MUTAMBA,PETER JOY MUTAMBA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,5,,8,EULADE HATEGEKIMANA,6,NEVER MARRIED,7,M,,-2.190383108,29.90240202,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
69,JDX712012988,IRADUKUNDA,,RUTAYISIRE,IRADUKUNDA  RUTAYISIRE,NORTH,BURERA,CYANIKA,KAMANYANA,GASIZA,7,2003,19,RODGERS NDUWAYO,,,11,M,8348092043,-1.345098947,29.72772903,RWANDA BURERA CYANIKA KAMANYANA GASIZA,KAMANYANAGASIZA,BURERACYANIKA
69,JDX712012988,IRADUKUNDA,,RUTAYISIRE,IRADUKUNDA  RUTAYISIRE,SOUTH,GISAGARA,MAMBA,RAMBA,RWIMVUBU,5,2003,19,RODGERS NDUWAYO,3,LIVE IN A POLYGAMOUS UNION,11,M,8348092043,-1.869192959,29.54016512,RWANDA GISAGARA MAMBA RAMBA RWIMVUBU,RAMBARWIMVUBU,GISAGARAMAMBA
69,JFX131422614,FIKE,,BOSCO,FIKE  BOSCO,SOUTH,GISAGARA,MAMBA,RAMBA,RWIMVUBU,6,1962,60,RODGERS NDUWAYO,6,NEVER MARRIED,9,F,8348092043,-1.869192959,29.54016512,RWANDA GISAGARA MAMBA RAMBA RWIMVUBU,RAMBARWIMVUBU,GISAGARAMAMBA
69,JGF367171459,RODGERS,,NDUWAYO,RODGERS  NDUWAYO,SOUTH,GISAGARA,MAMBA,RAMBA,RWIMVUBU,3,1989,61,RODGERS NDUWAYO,6,NEVER MARRIED,1,M,8348092043,-1.869192959,29.54016512,RWANDA GISAGARA MAMBA RAMBA RWIMVUBU,RAMBARWIMVUBU,GISAGARAMAMBA
69,JGF367171459,RODGERS,,NDUWAYO,RODGERS  NDUWAYO,SOUTH,NYANZA,KIBILIZI,CYERU,KARAMA,,1961,61,RODGERS NDUWAYO,6,NEVER MARRIED,1,,8348092043,-2.294363198,29.65059104,RWANDA NYANZA KIBILIZI CYERU KARAMA,CYERUKARAMA,NYANZAKIBILIZI
70,JGO280587711,BRENDA,,NIYONZIMA,BRENDA  NIYONZIMA,EAST,NYAGATARE,KATABAGEMU,BAYIGABURIRE,BYIMANA,12,1948,74,ELISE KAYUMBA,3,LIVE IN A POLYGAMOUS UNION,1,F,4114865779,-1.483933212,30.30246892,RWANDA NYAGATARE KATABAGEMU BAYIGABURIRE BYIMANA,BAYIGABURIREBYIMANA,NYAGATAREKATABAGEMU
70,JHM010708662,ELISE,,KAYUMBA,ELISE  KAYUMBA,EAST,NYAGATARE,KATABAGEMU,BAYIGABURIRE,BYIMANA,2,1995,86,ELISE KAYUMBA,7,WIDOWED,4,M,4114865779,-1.483933212,30.30246892,RWANDA NYAGATARE KATABAGEMU BAYIGABURIRE BYIMANA,BAYIGABURIREBYIMANA,NYAGATAREKATABAGEMU
70,JIV434857017,REHEMA,,NDAYISABA,REHEMA  NDAYISABA,EAST,NYAGATARE,KATABAGEMU,BAYIGABURIRE,BYIMANA,,,33,ELISE KAYUMBA,5,SEPARATED,1,M,4114865779,-1.483933212,30.30246892,RWANDA NYAGATARE KATABAGEMU BAYIGABURIRE BYIMANA,BAYIGABURIREBYIMANA,NYAGATAREKATABAGEMU
71,JIZ886917536,DIDI,,NDAGIJIMANA,DIDI  NDAGIJIMANA,NORTH,BURERA,CYANIKA,GISOVU,GISOVU,10,1953,18,MICHELLE TUYISHIME,7,WIDOWED,5,F,9053793025,-2.25033102,29.3387318,RWANDA BURERA CYANIKA GISOVU GISOVU,GISOVUGISOVU,BURERACYANIKA
71,JJW360082331,MICHELLE,,,MICHELLE  ,NORTH,BURERA,CYANIKA,GISOVU,GISOVU,,,,MICHELLE TUYISHIME,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,10,F,9053793025,-2.25033102,29.3387318,RWANDA BURERA CYANIKA GISOVU GISOVU,GISOVUGISOVU,BURERACYANIKA
72,JM4821886805,KAMPIRE,,TUSHABE,KAMPIRE  TUSHABE,SOUTH,MUHANGA,KIBANGU,GISHARU,KIREHE,,2004,21,BLAISE NORBERT UWIMBABAZI,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,6,F,,-1.895304981,29.68630457,RWANDA MUHANGA KIBANGU GISHARU KIREHE,GISHARUKIREHE,MUHANGAKIBANGU
72,JPO658620972,BLAISE,NORBERT,UWIMBABAZI,BLAISE NORBERT UWIMBABAZI,SOUTH,MUHANGA,KIBANGU,GISHARU,KIREHE,7,1953,69,BLAISE NORBERT UWIMBABAZI,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7,M,,-1.895304981,29.68630457,RWANDA MUHANGA KIBANGU GISHARU KIREHE,GISHARUKIREHE,MUHANGAKIBANGU
72,JS4658817586,,IZERE,NZITONDA, IZERE NZITONDA,SOUTH,MUHANGA,KIBANGU,GISHARU,KIREHE,2,1994,31,BLAISE NORBERT UWIMBABAZI,3,LIVE IN A POLYGAMOUS UNION,8,M,,-1.895304981,29.68630457,RWANDA MUHANGA KIBANGU GISHARU KIREHE,GISHARUKIREHE,MUHANGAKIBANGU
73,JTT962657046,DOEIA,,BYUKUSENGE,DOEIA  BYUKUSENGE,KIGALI,KICUKIRO,KAGARAMA,RUKATSA,INSHUTI,8,1966,56,PHILEMON JACQUELINE,,,12,F,1159113828,-1.992901858,30.10076202,RWANDA KICUKIRO KAGARAMA RUKATSA INSHUTI,RUKATSAINSHUTI,KICUKIROKAGARAMA
73,JUH259934355,PHILEMON,,JACQUELINE,PHILEMON  JACQUELINE,KIGALI,KICUKIRO,KAGARAMA,RUKATSA,INSHUTI,,,92,PHILEMON JACQUELINE,7,WIDOWED,5,M,1159113828,-1.992901858,30.10076202,RWANDA KICUKIRO KAGARAMA RUKATSA INSHUTI,RUKATSAINSHUTI,KICUKIROKAGARAMA
74,JXI728588434,ELISE,,BYIRFAINGIRO,ELISE  BYIRFAINGIRO,EAST,KIREHE,KIGARAMA,CYANYA,NYARUTOVU,3,1955,67,ELISE BYIRINGIRO,7,WIDOWED,,F,5888939048,-1.649137641,29.77805609,RWANDA KIREHE KIGARAMA CYANYA NYARUTOVU,CYANYANYARUTOVU,KIREHEKIGARAMA
